family,genus,species_common_name,name_for_analysis,Fruit ID,1.5 or 0.5,height mm,depth mm,width mm,volume,kgmm2,wet.weight.grams
Rubiaceae,Psychotria,Psychotria_sp,Fohaninasity,,1,11.81,11.5925,11.81,846.5966345,0.127747544,0.884125
Araliaceae,Schefflera,Schefflera_sp,Vatsilambato,,1,11.015,10.0425,11.015,637.9850196,0.010751031,0.0407
Myrtaceae,Syzygium,Syzygium_parkeri,Rotra lg,,1,16.2,14.00333333,16.2,1924.248221,0.096126865,2.176125
Myrtaceae,Syzygium,Syzygium_parkeri,Rotra lg,,1,18.268,14.202,18.268,2481.596409,0.126482717,2.337166667
Myrtaceae,Syzygium,Syzygium_parkeri,rotra sm,,1,12.58,11.95166667,12.56833333,989.433115,0.053628672,0.42592
Myrtaceae,Syzygium,Syzygium_parkeri,rotra lg,,1,17.13,17.28,17.1275,2654.573259,0.094440429,2.714333333
Myrtaceae,Syzygium,Syzygium_parkeri,Rotra sm,,1,6.28,5.02,6.28,103.6627301,0.156838569,0.52225
Myrtaceae,Syzygium,Syzygium_parkeri,rotra sm,,1,10.88,10.9225,10.88,676.9856795,0.096126865,0.6892
Anacardiaceae,Weinmannia,Weinmannia_rutenbergii,lalona,,1,4.9425,2.99,4.9425,38.24407685,0.135336507,0.00785
Anacardiaceae,Weinmannia,Weinmannia_rutenbergii,lalona,,1,6.1,1.975,6.1,38.4792331,0.099288933,0.011125
Anacardiaceae,Weinmannia,Weinmannia_rutenbergii,lalona,,1,11.62142857,9.018571429,11.62142857,637.7587439,0.1163641,0.00675
Rutaceae,Zanthoxylum,Zanthoxylum_tsihanimposa,Fahavalonkazo,,1,7.555,5.26,7.555,157.2006435,0.126482717,0.114571429
